호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
6호선,약수,1 ,0 ,1189 ,317 ,1871 ,2299 ,4870 ,6180 ,8076 ,16740 ,5645 ,9285 ,4909 ,5340 ,4822 ,4990 ,5173 ,4868 ,5335 ,5156 ,5352 ,4779 ,6118 ,5627 ,7165 ,5844 ,9003 ,7383 ,14160 ,9887 ,7467 ,5775 ,5626 ,3620 ,5404 ,3383 ,4517 ,2780 ,2326 ,1868 ,416 ,624 ,0 ,0 ,0 ,0 ,0 ,0 
6호선,청구,12 ,0 ,2016 ,529 ,2842 ,3036 ,7933 ,7536 ,10712 ,22935 ,7142 ,11700 ,4982 ,4874 ,4687 ,4085 ,4791 ,4173 ,4996 ,4581 ,5298 ,4451 ,5396 ,5106 ,6963 ,5607 ,7643 ,6403 ,14484 ,7882 ,9389 ,5723 ,5838 ,4133 ,4992 ,3830 ,4225 ,3503 ,1914 ,2084 ,348 ,755 ,0 ,0 ,0 ,0 ,0 ,0 
6호선,신당,122 ,1 ,6199 ,1355 ,5320 ,8851 ,8075 ,16216 ,13237 ,37564 ,9874 ,22525 ,8841 ,14205 ,10806 ,11754 ,12476 ,11617 ,12396 ,13103 ,12510 ,11305 ,15067 ,10138 ,20342 ,12736 ,23220 ,15670 ,28009 ,22699 ,18105 ,22592 ,16561 ,11446 ,17448 ,8613 ,20814 ,8939 ,7668 ,9093 ,1657 ,2566 ,1 ,10 ,0 ,0 ,0 ,0 
6호선,동묘앞,153 ,2 ,5148 ,873 ,5573 ,4466 ,11078 ,9025 ,16293 ,23712 ,13212 ,18408 ,12200 ,16877 ,14420 ,17022 ,17410 ,17176 ,17713 ,18626 ,19988 ,18731 ,22578 ,17044 ,24046 ,17106 ,24582 ,17298 ,23581 ,19825 ,13892 ,14925 ,10247 ,10305 ,8007 ,9956 ,6318 ,9960 ,2862 ,8485 ,448 ,2516 ,0 ,90 ,0 ,0 ,0 ,0 
6호선,창신,25 ,2 ,2974 ,250 ,5453 ,2354 ,15939 ,6178 ,17942 ,6668 ,9333 ,3838 ,5757 ,3568 ,5373 ,3170 ,4741 ,3710 ,4567 ,4106 ,3872 ,4058 ,5230 ,4336 ,5944 ,5346 ,5347 ,7350 ,5046 ,10228 ,3499 ,8081 ,3312 ,5361 ,2005 ,5149 ,1353 ,5158 ,760 ,3183 ,154 ,1040 ,0 ,0 ,0 ,0 ,0 ,0 
6호선,보문,29 ,0 ,4020 ,924 ,8345 ,5256 ,23631 ,11946 ,34760 ,21761 ,18601 ,11199 ,12110 ,8014 ,11191 ,8452 ,12353 ,8392 ,12019 ,9559 ,11121 ,8468 ,12126 ,10354 ,14848 ,11933 ,15622 ,16634 ,19244 ,25598 ,9800 ,18952 ,7742 ,12783 ,7163 ,12724 ,6152 ,12695 ,3340 ,9132 ,692 ,3142 ,0 ,0 ,0 ,0 ,0 ,0 
6호선,안암(고대병원앞),20 ,1 ,2244 ,1296 ,3406 ,6307 ,9576 ,18731 ,13415 ,55170 ,12539 ,38484 ,13656 ,48014 ,17754 ,27660 ,18554 ,21693 ,21443 ,28382 ,26338 ,23327 ,27294 ,15806 ,43421 ,16414 ,53058 ,19061 ,38196 ,27366 ,23824 ,18405 ,21900 ,12780 ,24500 ,12768 ,24210 ,13635 ,14372 ,9761 ,2840 ,4059 ,0 ,157 ,0 ,0 ,0 ,0 
6호선,고려대(종암),20 ,0 ,3580 ,1033 ,7541 ,5312 ,22291 ,13990 ,28546 ,33361 ,15463 ,17198 ,10955 ,16490 ,11926 ,11874 ,13343 ,10799 ,15546 ,14423 ,15196 ,11611 ,14646 ,11209 ,22989 ,13876 ,26107 ,16460 ,22755 ,27711 ,12223 ,20181 ,10613 ,12442 ,13267 ,12228 ,10320 ,12139 ,4727 ,8537 ,933 ,2647 ,0 ,70 ,0 ,0 ,0 ,0 
6호선,월곡(동덕여대),32 ,2 ,7347 ,810 ,14744 ,4133 ,43852 ,8719 ,51643 ,30992 ,26323 ,20033 ,18916 ,17372 ,17749 ,16112 ,18900 ,14419 ,19522 ,16308 ,19379 ,15789 ,18409 ,18401 ,25631 ,24068 ,24764 ,28357 ,28496 ,44330 ,15018 ,34235 ,11154 ,20530 ,9583 ,18921 ,6502 ,17682 ,2981 ,11298 ,579 ,3612 ,1 ,4 ,0 ,0 ,0 ,0 
6호선,상월곡(한국과학기술연구원),14 ,1 ,5713 ,590 ,9640 ,2471 ,26237 ,4399 ,30364 ,14863 ,16389 ,10542 ,10884 ,12349 ,10467 ,9343 ,10556 ,7057 ,10877 ,9080 ,10647 ,7814 ,9305 ,9379 ,12648 ,11400 ,11230 ,14508 ,10596 ,20484 ,7616 ,18445 ,4296 ,10757 ,5213 ,10239 ,2959 ,10078 ,1499 ,6391 ,174 ,2290 ,0 ,0 ,0 ,0 ,0 ,0 
6호선,돌곶이,22 ,0 ,6993 ,1842 ,16049 ,5841 ,43779 ,6514 ,46792 ,18452 ,24012 ,12890 ,15994 ,9206 ,14270 ,8870 ,15362 ,11372 ,13942 ,12414 ,12351 ,11361 ,12641 ,15117 ,16014 ,17830 ,17176 ,22643 ,16394 ,34791 ,11831 ,29053 ,7136 ,17173 ,6436 ,14750 ,4995 ,14988 ,2502 ,9198 ,396 ,3050 ,0 ,1 ,0 ,0 ,0 ,0 
6호선,석계,1212 ,0 ,8686 ,1822 ,20660 ,5575 ,52800 ,9549 ,57654 ,17614 ,31177 ,12799 ,22350 ,11216 ,18910 ,14117 ,20003 ,14780 ,19228 ,16132 ,16964 ,16606 ,16577 ,20769 ,18348 ,27578 ,18426 ,34206 ,16561 ,55156 ,12461 ,44266 ,9168 ,26523 ,8125 ,23256 ,6937 ,21995 ,4040 ,13419 ,880 ,4444 ,0 ,1 ,0 ,0 ,0 ,0 
6호선,태릉입구,21 ,0 ,4554 ,1072 ,7712 ,3446 ,20019 ,4476 ,23936 ,11992 ,13004 ,8693 ,9720 ,6440 ,9160 ,9529 ,10126 ,7973 ,8947 ,8700 ,8774 ,9971 ,9081 ,10036 ,10272 ,13177 ,10019 ,15962 ,10379 ,26528 ,6861 ,19655 ,5404 ,12297 ,4867 ,11542 ,4186 ,10528 ,2191 ,8166 ,513 ,3861 ,0 ,9 ,0 ,0 ,0 ,0 
6호선,화랑대(서울여대입구),22 ,0 ,7081 ,1201 ,24495 ,3511 ,63668 ,9586 ,58787 ,20981 ,30200 ,15924 ,19895 ,11729 ,18072 ,10889 ,18910 ,9433 ,18600 ,11436 ,16356 ,10882 ,19170 ,13737 ,22462 ,17200 ,22085 ,24630 ,17737 ,37438 ,8976 ,32812 ,6531 ,20054 ,5358 ,17802 ,3778 ,17024 ,1568 ,11444 ,220 ,4340 ,0 ,21 ,0 ,0 ,0 ,0 
6호선,봉화산(서울의료원),6 ,0 ,5729 ,815 ,17522 ,2809 ,50608 ,6228 ,42904 ,13782 ,21863 ,7935 ,15244 ,6916 ,13313 ,6724 ,13520 ,8234 ,11745 ,10035 ,10021 ,10071 ,9816 ,13468 ,11318 ,16575 ,12444 ,22252 ,11360 ,32225 ,6083 ,30372 ,4315 ,17775 ,3448 ,15133 ,3158 ,14961 ,1264 ,9060 ,161 ,3395 ,2 ,233 ,0 ,0 ,0 ,0 
6호선,신내,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,장암,1 ,0 ,2055 ,188 ,8597 ,1405 ,20971 ,1581 ,11421 ,1857 ,5393 ,2359 ,2992 ,2876 ,2808 ,3274 ,3082 ,2940 ,3419 ,2137 ,3966 ,1788 ,4180 ,1792 ,4316 ,2165 ,4022 ,2958 ,3547 ,4754 ,2137 ,3928 ,1316 ,2294 ,973 ,1037 ,506 ,1210 ,169 ,627 ,25 ,285 ,1 ,0 ,0 ,0 ,0 ,0 
7호선,도봉산,96 ,1 ,6126 ,1013 ,19652 ,4915 ,51562 ,8929 ,41370 ,17125 ,22712 ,18285 ,14030 ,16593 ,13088 ,14175 ,13287 ,13635 ,12728 ,14203 ,12588 ,13761 ,14182 ,16092 ,16749 ,18752 ,14337 ,23853 ,13462 ,37682 ,6331 ,38579 ,4119 ,24160 ,3171 ,20449 ,2608 ,17351 ,973 ,11848 ,151 ,5027 ,1 ,94 ,0 ,0 ,0 ,0 
7호선,수락산,102 ,3 ,10323 ,717 ,22688 ,5267 ,48419 ,8485 ,49674 ,18319 ,30909 ,15946 ,21750 ,16091 ,19496 ,15662 ,20995 ,16687 ,20521 ,15575 ,19773 ,16369 ,20186 ,19593 ,21580 ,24405 ,19844 ,29412 ,18665 ,41698 ,12181 ,41608 ,8626 ,25446 ,6760 ,21143 ,4477 ,19021 ,2192 ,11973 ,275 ,4494 ,1 ,1 ,0 ,0 ,0 ,0 
7호선,마들,13 ,4 ,11401 ,1263 ,27480 ,3267 ,67088 ,8532 ,63952 ,12271 ,33447 ,10382 ,24008 ,9697 ,21341 ,11111 ,22604 ,13085 ,18721 ,14182 ,16499 ,15952 ,16811 ,20423 ,16141 ,25227 ,14048 ,31050 ,13160 ,47582 ,8607 ,47997 ,6037 ,26660 ,4200 ,23150 ,3303 ,21222 ,1324 ,13489 ,211 ,4553 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,노원,67 ,1 ,7941 ,4003 ,20850 ,9758 ,54205 ,27579 ,68574 ,58211 ,43508 ,51976 ,36501 ,37835 ,36821 ,37779 ,42075 ,39406 ,41397 ,43387 ,41043 ,42030 ,45467 ,47764 ,49554 ,54786 ,52863 ,63241 ,59877 ,81377 ,39290 ,66969 ,35523 ,36918 ,28222 ,31197 ,26082 ,26622 ,12607 ,17028 ,2561 ,4897 ,3 ,2 ,0 ,0 ,0 ,0 
7호선,중계,21 ,4 ,9917 ,2194 ,26591 ,4884 ,65412 ,18638 ,67184 ,30366 ,37223 ,16548 ,26021 ,12297 ,22739 ,14436 ,26617 ,15632 ,22664 ,15757 ,19253 ,15804 ,18202 ,19326 ,24429 ,23816 ,22361 ,31970 ,19150 ,48639 ,11017 ,47837 ,8176 ,27913 ,8842 ,23937 ,6810 ,22084 ,2910 ,13383 ,487 ,4285 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,하계,51 ,1 ,9032 ,1772 ,28558 ,7342 ,71552 ,18104 ,73963 ,30494 ,42200 ,23499 ,31630 ,18629 ,29660 ,18647 ,30632 ,23402 ,28530 ,26792 ,27333 ,23927 ,31702 ,27347 ,34447 ,31703 ,32786 ,40038 ,26880 ,60087 ,15741 ,55747 ,14600 ,32063 ,11884 ,28167 ,8588 ,26809 ,3246 ,17976 ,595 ,5696 ,1 ,0 ,0 ,0 ,0 ,0 
7호선,공릉(서울과학기술대),14 ,0 ,6306 ,1016 ,15651 ,4404 ,38047 ,12961 ,44183 ,26295 ,24969 ,21128 ,18924 ,15715 ,18815 ,13761 ,20208 ,16429 ,20989 ,18520 ,18627 ,16464 ,21658 ,20163 ,24729 ,23707 ,24705 ,29067 ,25314 ,44119 ,15448 ,37276 ,13215 ,21754 ,12490 ,18954 ,10733 ,18260 ,5668 ,11895 ,1039 ,4363 ,0 ,1 ,0 ,0 ,0 ,0 
7호선,태릉입구,121 ,2 ,8531 ,1306 ,9678 ,4842 ,22976 ,8988 ,28559 ,22242 ,18851 ,15977 ,14490 ,11517 ,12690 ,14432 ,15401 ,11910 ,15419 ,12173 ,15575 ,12753 ,18133 ,13046 ,20123 ,15977 ,22169 ,19391 ,22764 ,26320 ,13376 ,23029 ,9976 ,14729 ,9168 ,13822 ,7369 ,13202 ,3190 ,7923 ,584 ,3698 ,4 ,1392 ,0 ,1 ,0 ,0 
7호선,먹골,18 ,1 ,7621 ,681 ,14919 ,3474 ,36790 ,6616 ,45496 ,16662 ,26350 ,11124 ,18214 ,9241 ,16311 ,10530 ,17191 ,12465 ,16364 ,13197 ,14488 ,13543 ,14534 ,17292 ,14996 ,22265 ,15395 ,26820 ,16866 ,38749 ,11136 ,33471 ,8555 ,20552 ,6588 ,18007 ,5011 ,16469 ,2228 ,10360 ,439 ,3321 ,0 ,70 ,0 ,0 ,0 ,0 
7호선,중화,46 ,1 ,9130 ,1270 ,15991 ,6460 ,38263 ,9594 ,48444 ,23007 ,27709 ,11396 ,17739 ,9683 ,16171 ,9897 ,16363 ,11501 ,15331 ,11864 ,13884 ,13260 ,14613 ,17027 ,17027 ,21798 ,17909 ,25390 ,19280 ,38708 ,11940 ,33511 ,8408 ,20973 ,6595 ,18604 ,4776 ,17258 ,2204 ,10198 ,367 ,3406 ,0 ,5 ,0 ,0 ,0 ,0 
7호선,상봉,455 ,22 ,11433 ,1535 ,21478 ,7987 ,57740 ,13042 ,77933 ,29345 ,41597 ,19887 ,25040 ,16406 ,22873 ,17124 ,25617 ,18797 ,24387 ,20497 ,22780 ,21051 ,23623 ,24208 ,26815 ,31212 ,30143 ,41429 ,32343 ,69608 ,24030 ,57971 ,18354 ,34530 ,17549 ,28270 ,13606 ,27372 ,7248 ,16643 ,1419 ,8132 ,0 ,11 ,0 ,0 ,0 ,0 
7호선,면목,108 ,0 ,13942 ,777 ,25284 ,5275 ,58788 ,9318 ,73603 ,34898 ,42276 ,17541 ,26503 ,15834 ,24441 ,14899 ,24887 ,19765 ,23944 ,18047 ,20759 ,19391 ,23605 ,25365 ,26389 ,32244 ,22167 ,38011 ,22172 ,55991 ,17135 ,48881 ,10736 ,29501 ,8243 ,25246 ,5623 ,25013 ,2677 ,13176 ,519 ,4849 ,0 ,1 ,0 ,0 ,0 ,0 
7호선,사가정,7 ,1 ,12528 ,1487 ,25246 ,7322 ,57645 ,11797 ,73575 ,29387 ,43424 ,18372 ,28157 ,16463 ,25660 ,16550 ,25981 ,20166 ,24225 ,20822 ,21756 ,21571 ,23416 ,28460 ,24880 ,34622 ,25176 ,44230 ,25305 ,65127 ,18638 ,53109 ,13015 ,32494 ,10856 ,29036 ,8919 ,24834 ,4435 ,13615 ,753 ,4718 ,0 ,1 ,0 ,0 ,0 ,0 
7호선,용마산(용마폭포공원),8 ,0 ,4989 ,673 ,11796 ,2392 ,25050 ,4296 ,30055 ,10373 ,17117 ,6835 ,10582 ,6642 ,8848 ,5493 ,8987 ,6695 ,8654 ,7264 ,7378 ,7548 ,6814 ,9611 ,8318 ,11970 ,7205 ,14888 ,7910 ,22405 ,5675 ,18837 ,3656 ,11693 ,2776 ,10976 ,2218 ,9777 ,1100 ,5979 ,173 ,2258 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,중곡,3 ,0 ,6363 ,662 ,14119 ,4415 ,32734 ,17084 ,46781 ,31081 ,29552 ,15401 ,18624 ,10014 ,15857 ,9266 ,16828 ,10679 ,15295 ,12066 ,14047 ,11868 ,14089 ,15736 ,19799 ,19031 ,22027 ,23790 ,24065 ,34312 ,12509 ,28294 ,8304 ,18163 ,7309 ,16386 ,5698 ,14697 ,2001 ,8379 ,370 ,2883 ,0 ,1 ,0 ,0 ,0 ,0 
7호선,군자(능동),58 ,2 ,9112 ,1029 ,15861 ,6492 ,39532 ,10614 ,58057 ,28992 ,40079 ,19164 ,23623 ,13066 ,20940 ,12589 ,20983 ,12611 ,21619 ,14898 ,19879 ,15667 ,20184 ,18742 ,22590 ,23054 ,28035 ,29197 ,35469 ,43381 ,21978 ,34109 ,18804 ,21886 ,18106 ,19429 ,13534 ,17192 ,7119 ,10249 ,1363 ,3652 ,2 ,37 ,0 ,0 ,0 ,0 
7호선,어린이대공원(세종대),25 ,0 ,3928 ,951 ,8293 ,7623 ,20839 ,18574 ,34872 ,81553 ,25502 ,50389 ,19121 ,57388 ,22882 ,43063 ,26108 ,34983 ,30693 ,42800 ,37013 ,35046 ,40011 ,27904 ,52199 ,26760 ,64085 ,29507 ,56531 ,37871 ,32914 ,26506 ,25732 ,18149 ,26955 ,16754 ,22273 ,16300 ,12862 ,11623 ,2568 ,3250 ,0 ,3 ,0 ,0 ,0 ,0 
7호선,건대입구,66 ,0 ,4623 ,1081 ,5559 ,8492 ,14389 ,20982 ,20430 ,43320 ,16549 ,30828 ,14994 ,28573 ,16626 ,22614 ,18309 ,24321 ,20932 ,26665 ,24685 ,24116 ,29207 ,22487 ,34043 ,23732 ,42423 ,30303 ,37075 ,41176 ,26041 ,27912 ,28641 ,16625 ,24701 ,13784 ,21886 ,11631 ,11781 ,6786 ,2121 ,3546 ,1 ,219 ,0 ,0 ,0 ,0 
7호선,자양(뚝섬한강공원),9 ,2 ,5687 ,661 ,10283 ,4441 ,23942 ,8475 ,34131 ,15652 ,22740 ,10658 ,14244 ,9923 ,12202 ,12830 ,11974 ,17094 ,12378 ,22333 ,13586 ,25012 ,16945 ,29087 ,21562 ,32014 ,26396 ,38349 ,29987 ,50374 ,28801 ,33934 ,29139 ,20678 ,30421 ,17599 ,24890 ,13928 ,11687 ,6654 ,1600 ,2242 ,0 ,4 ,0 ,0 ,0 ,0 
7호선,청담,42 ,0 ,2438 ,4478 ,6798 ,32206 ,12050 ,62641 ,16577 ,143547 ,14191 ,93013 ,13624 ,38003 ,16472 ,23440 ,19758 ,21995 ,20885 ,24186 ,25023 ,21228 ,33024 ,18866 ,42068 ,19601 ,71467 ,20897 ,108130 ,21894 ,53581 ,16311 ,31697 ,10313 ,28471 ,9564 ,21617 ,7431 ,5970 ,4202 ,846 ,2850 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,강남구청,15 ,0 ,1826 ,1655 ,4209 ,15895 ,7751 ,36871 ,11143 ,105498 ,9831 ,101123 ,9893 ,42293 ,12232 ,24821 ,14796 ,21957 ,17457 ,23015 ,21200 ,19513 ,26974 ,17979 ,32810 ,17869 ,51464 ,19237 ,89368 ,21467 ,53591 ,13587 ,33450 ,9494 ,31743 ,7139 ,21823 ,5939 ,9105 ,4251 ,1700 ,1940 ,1 ,1 ,0 ,0 ,0 ,0 
7호선,학동,9 ,1 ,1827 ,1888 ,5150 ,25934 ,9428 ,58406 ,12353 ,182176 ,12187 ,139974 ,12206 ,57081 ,15309 ,29967 ,19792 ,24405 ,23809 ,29146 ,28906 ,24723 ,37182 ,19789 ,46606 ,19436 ,87933 ,20848 ,163406 ,21815 ,78084 ,13445 ,40160 ,8964 ,34315 ,8049 ,24884 ,6115 ,9770 ,3990 ,1722 ,1376 ,1 ,0 ,0 ,0 ,0 ,0 
7호선,논현,16 ,1 ,2656 ,1145 ,4435 ,17261 ,9579 ,43116 ,14257 ,106813 ,12648 ,89000 ,12273 ,36422 ,13657 ,22497 ,16106 ,21495 ,17638 ,23932 ,22086 ,21246 ,26610 ,19855 ,32826 ,22322 ,60941 ,27481 ,100092 ,34515 ,53734 ,19830 ,35771 ,11879 ,37098 ,10619 ,34485 ,8263 ,17189 ,6067 ,3164 ,2492 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,반포,3 ,0 ,988 ,1487 ,3204 ,15867 ,9511 ,12583 ,12498 ,19248 ,9222 ,16216 ,7240 ,10768 ,7161 ,10484 ,8479 ,10210 ,9173 ,10018 ,10019 ,9566 ,12860 ,9692 ,20242 ,10366 ,19631 ,10766 ,19332 ,12999 ,13177 ,7871 ,10073 ,5376 ,10334 ,4737 ,7555 ,4582 ,2374 ,2739 ,313 ,857 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,고속터미널,41 ,5 ,1350 ,2607 ,3777 ,22403 ,12464 ,40911 ,19542 ,52114 ,25367 ,37958 ,24697 ,30961 ,27788 ,27112 ,27590 ,25028 ,28561 ,28153 ,30092 ,25590 ,37936 ,22322 ,41984 ,22844 ,58282 ,25442 ,52300 ,27676 ,35772 ,17251 ,38402 ,10750 ,34156 ,10115 ,27626 ,6318 ,8288 ,3572 ,717 ,851 ,0 ,2 ,0 ,0 ,0 ,0 
7호선,내방,6 ,0 ,2429 ,2084 ,8446 ,14242 ,19951 ,26891 ,29828 ,81916 ,22974 ,46725 ,17249 ,21621 ,16706 ,16048 ,18419 ,17291 ,19654 ,18937 ,20234 ,17305 ,22081 ,17984 ,28344 ,19545 ,43208 ,25414 ,70104 ,32723 ,29491 ,21824 ,20000 ,13936 ,18308 ,12390 ,12826 ,10581 ,4624 ,6632 ,836 ,3131 ,1 ,183 ,0 ,0 ,0 ,0 
7호선,이수,35 ,0 ,4734 ,2258 ,10864 ,14996 ,30022 ,15094 ,45563 ,43699 ,31552 ,29563 ,21739 ,21673 ,21156 ,20484 ,23662 ,20364 ,25248 ,23061 ,25081 ,22245 ,26183 ,25786 ,32299 ,29767 ,34944 ,41329 ,45189 ,59657 ,28534 ,38840 ,25432 ,21957 ,27250 ,18392 ,24047 ,16059 ,12798 ,9720 ,2075 ,3227 ,0 ,21 ,0 ,0 ,0 ,0 
7호선,남성,20 ,0 ,6404 ,940 ,15531 ,3821 ,39684 ,7396 ,57724 ,17717 ,35928 ,13567 ,21538 ,11912 ,18836 ,12640 ,19060 ,12565 ,19091 ,14358 ,16084 ,14739 ,15879 ,19028 ,16500 ,22698 ,15957 ,30526 ,16707 ,45318 ,10395 ,32302 ,8792 ,21845 ,8299 ,19377 ,5659 ,17464 ,2445 ,10391 ,420 ,3211 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,숭실대입구(살피재),16 ,1 ,6165 ,941 ,14245 ,4461 ,40330 ,8587 ,52225 ,42158 ,33766 ,26337 ,23328 ,40126 ,22531 ,28114 ,22164 ,20463 ,24844 ,26114 ,26496 ,24272 ,24846 ,22422 ,36398 ,27456 ,41651 ,34496 ,28129 ,51867 ,18310 ,37035 ,18107 ,24044 ,18683 ,21441 ,15639 ,21185 ,9410 ,14282 ,1766 ,4951 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,상도,1 ,0 ,5885 ,1368 ,13158 ,4657 ,36220 ,9276 ,45183 ,27601 ,30581 ,19481 ,19909 ,21075 ,17756 ,17037 ,19403 ,17463 ,18835 ,16705 ,18491 ,19158 ,19970 ,18318 ,22054 ,21681 ,24998 ,28756 ,24455 ,44652 ,14280 ,29878 ,12642 ,20395 ,13088 ,18331 ,10292 ,17811 ,5913 ,11786 ,1307 ,3637 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,장승배기,2 ,0 ,6326 ,2110 ,11974 ,8294 ,28761 ,8420 ,40773 ,17183 ,26069 ,13782 ,16580 ,9755 ,14573 ,10052 ,15257 ,11841 ,14575 ,12487 ,13724 ,12555 ,13661 ,15109 ,16620 ,18217 ,15994 ,22282 ,16216 ,33583 ,8777 ,23945 ,6962 ,15614 ,6432 ,14570 ,4665 ,12651 ,2118 ,8611 ,463 ,3027 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,신대방삼거리,36 ,0 ,9706 ,772 ,19995 ,5337 ,54424 ,9988 ,78539 ,18525 ,44881 ,15933 ,26869 ,13443 ,22778 ,13539 ,24632 ,16079 ,21956 ,17152 ,19837 ,19306 ,18688 ,23479 ,21211 ,28743 ,19940 ,38313 ,21821 ,63004 ,13005 ,45498 ,10741 ,28785 ,9423 ,27389 ,7569 ,22831 ,3700 ,15237 ,795 ,5669 ,0 ,3 ,0 ,0 ,0 ,0 
7호선,보라매,14 ,0 ,4186 ,683 ,6811 ,2991 ,18398 ,9528 ,26220 ,22260 ,16012 ,9802 ,10037 ,7839 ,9016 ,8303 ,10261 ,9174 ,10368 ,8733 ,10122 ,8863 ,10265 ,10468 ,11880 ,12465 ,13517 ,17048 ,18570 ,25661 ,8404 ,18432 ,7409 ,11875 ,6354 ,10844 ,5441 ,9430 ,2108 ,6009 ,453 ,2359 ,0 ,35 ,0 ,0 ,0 ,0 
7호선,신풍,267 ,13 ,14034 ,1671 ,16431 ,6623 ,41948 ,12691 ,51132 ,20559 ,30545 ,12819 ,19210 ,10811 ,16324 ,10548 ,17500 ,11557 ,15919 ,12845 ,13743 ,13508 ,15185 ,17109 ,18652 ,21468 ,18094 ,29362 ,18023 ,40430 ,11143 ,29787 ,8172 ,19149 ,6744 ,17472 ,4917 ,15438 ,1983 ,8605 ,380 ,3074 ,6 ,391 ,0 ,0 ,0 ,0 
7호선,대림(구로구청),45 ,2 ,14282 ,787 ,8828 ,3837 ,16918 ,7909 ,23967 ,19277 ,18371 ,14666 ,13583 ,17870 ,13238 ,18402 ,15065 ,16666 ,16661 ,16403 ,17661 ,15612 ,18258 ,16780 ,18523 ,19340 ,20102 ,25638 ,19990 ,24948 ,14392 ,17222 ,10675 ,12063 ,8629 ,13874 ,6755 ,11199 ,3479 ,5583 ,467 ,1506 ,0 ,3 ,0 ,0 ,0 ,0 
7호선,남구로,189 ,3 ,20373 ,1496 ,16102 ,7594 ,31494 ,33354 ,36420 ,94176 ,24577 ,44056 ,16991 ,19050 ,15016 ,14716 ,16791 ,14809 ,16079 ,15370 ,14640 ,14835 ,16721 ,18179 ,20938 ,25049 ,44593 ,32026 ,71090 ,32002 ,30800 ,23328 ,17010 ,16219 ,11666 ,17338 ,7670 ,15053 ,3335 ,8047 ,498 ,2157 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,가산디지털단지,818 ,11 ,7847 ,5280 ,10985 ,29466 ,25724 ,148476 ,30211 ,398283 ,21843 ,220554 ,20127 ,62917 ,24390 ,36773 ,31360 ,34085 ,36299 ,36094 ,42871 ,31250 ,54309 ,29145 ,79480 ,27616 ,217826 ,31224 ,309653 ,37866 ,124314 ,26310 ,69911 ,16833 ,51016 ,14336 ,28741 ,13005 ,12103 ,8632 ,1656 ,3165 ,1 ,0 ,0 ,0 ,0 ,0 
7호선,철산,17 ,1 ,10825 ,5386 ,32864 ,13938 ,90120 ,17290 ,87975 ,35081 ,53273 ,26555 ,35427 ,20278 ,31281 ,20610 ,32477 ,23515 ,28733 ,26626 ,26590 ,27609 ,27783 ,32723 ,33524 ,40965 ,36172 ,60879 ,37247 ,92204 ,21457 ,71134 ,18916 ,41354 ,18921 ,35638 ,15213 ,32450 ,7028 ,20162 ,1305 ,5927 ,0 ,0 ,0 ,0 ,0 ,0 
7호선,광명사거리,146 ,1 ,20110 ,5498 ,30748 ,12705 ,78557 ,16904 ,85323 ,25539 ,46739 ,22551 ,31857 ,23166 ,29113 ,27084 ,31945 ,29252 ,31530 ,31077 ,30524 ,32364 ,31033 ,38158 ,35418 ,42124 ,36345 ,54155 ,32826 ,78799 ,23455 ,59160 ,16108 ,34150 ,12056 ,29822 ,8979 ,24422 ,3856 ,15655 ,691 ,4479 ,0 ,18 ,0 ,0 ,0 ,0 
