호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
7호선,천왕,18 ,0 ,8519 ,1171 ,19816 ,6652 ,55990 ,10538 ,61354 ,18794 ,33150 ,8814 ,19814 ,7514 ,16503 ,8749 ,16794 ,11434 ,15207 ,12865 ,12821 ,13595 ,14238 ,17702 ,16398 ,22802 ,16669 ,30320 ,15532 ,47234 ,7803 ,38313 ,5657 ,22683 ,4372 ,19213 ,3185 ,16731 ,1389 ,10673 ,241 ,2934 ,0 ,212 ,0 ,0 ,0 ,0 
7호선,온수(성공회대입구),147 ,1 ,8795 ,698 ,19519 ,3976 ,46119 ,11958 ,53034 ,22321 ,23606 ,15979 ,13642 ,7797 ,12896 ,8882 ,13341 ,9446 ,12474 ,10833 ,11731 ,10765 ,13889 ,12923 ,18758 ,15778 ,18632 ,22373 ,15224 ,39026 ,6801 ,29681 ,5628 ,18039 ,5858 ,15087 ,3257 ,13619 ,2106 ,9291 ,355 ,4714 ,5 ,1102 ,0 ,0 ,0 ,0 
7호선,까치울,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
8호선,암사,46 ,0 ,16581 ,850 ,31001 ,4926 ,87138 ,8992 ,109185 ,19730 ,55331 ,14697 ,32130 ,11948 ,27008 ,14303 ,27359 ,16604 ,25516 ,19625 ,20949 ,22021 ,20181 ,27244 ,22000 ,35660 ,23165 ,46572 ,22184 ,74549 ,13859 ,59236 ,10631 ,35761 ,7913 ,29176 ,5267 ,30902 ,2200 ,16027 ,477 ,4202 ,0 ,755 ,0 ,0 ,0 ,0 
8호선,천호(풍납토성),91 ,2 ,11001 ,1776 ,17724 ,13582 ,44276 ,15341 ,59566 ,29464 ,34676 ,24625 ,21492 ,18694 ,20850 ,20165 ,22472 ,21793 ,22098 ,24372 ,21805 ,25761 ,23085 ,30715 ,26870 ,34502 ,31260 ,47441 ,31780 ,70998 ,21052 ,48206 ,18246 ,29871 ,13439 ,25677 ,9353 ,22144 ,4562 ,12500 ,1021 ,4326 ,1 ,297 ,0 ,0 ,0 ,0 
8호선,강동구청,36 ,0 ,5616 ,838 ,13163 ,5630 ,33665 ,15263 ,42855 ,33372 ,25562 ,15395 ,17083 ,10917 ,14739 ,10300 ,14821 ,11803 ,15107 ,14012 ,13786 ,13724 ,14420 ,16606 ,16810 ,19756 ,19922 ,24475 ,26829 ,37515 ,10904 ,26652 ,8307 ,17562 ,7054 ,16901 ,5054 ,13960 ,1902 ,7638 ,404 ,2486 ,0 ,1 ,0 ,0 ,0 ,0 
8호선,몽촌토성(평화의문),7 ,0 ,1450 ,2496 ,4621 ,7829 ,13881 ,10191 ,20866 ,30396 ,12962 ,15946 ,8604 ,11195 ,8321 ,10132 ,9051 ,10088 ,10129 ,10560 ,10939 ,9267 ,12969 ,9956 ,17406 ,11643 ,19964 ,13850 ,25404 ,18360 ,11366 ,14986 ,9015 ,8496 ,8474 ,8363 ,6173 ,7335 ,2753 ,3994 ,514 ,1414 ,0 ,0 ,0 ,0 ,0 ,0 
8호선,잠실(송파구청),12 ,1 ,1512 ,2620 ,4512 ,13049 ,10343 ,36114 ,14434 ,84456 ,11116 ,50906 ,10972 ,37746 ,14577 ,39171 ,18152 ,36821 ,22832 ,37655 ,29293 ,35236 ,38856 ,34712 ,43279 ,36582 ,53740 ,42289 ,73630 ,48238 ,45691 ,25925 ,43609 ,15222 ,40762 ,10167 ,29457 ,7655 ,10504 ,4391 ,1828 ,1740 ,0 ,110 ,0 ,0 ,0 ,0 
8호선,석촌,0 ,0 ,2487 ,721 ,6252 ,4476 ,16972 ,8916 ,26294 ,21698 ,14479 ,21000 ,11147 ,16357 ,11243 ,17968 ,12664 ,18770 ,13163 ,19292 ,13761 ,19424 ,15780 ,19308 ,17178 ,20696 ,19245 ,26176 ,21137 ,34465 ,13566 ,21616 ,12686 ,14098 ,12799 ,10572 ,10295 ,9249 ,4106 ,5572 ,621 ,2340 ,4 ,73 ,0 ,0 ,0 ,0 
8호선,송파,5 ,0 ,3383 ,786 ,10485 ,7497 ,31976 ,12102 ,39006 ,20541 ,23757 ,11329 ,17131 ,9035 ,15060 ,8920 ,14925 ,10405 ,14583 ,12348 ,12687 ,13341 ,14873 ,16227 ,17102 ,18702 ,16287 ,23382 ,18092 ,32128 ,10672 ,24495 ,7424 ,14816 ,5678 ,13654 ,4792 ,12727 ,1771 ,6664 ,304 ,1970 ,0 ,194 ,0 ,0 ,0 ,0 
8호선,가락시장,162 ,0 ,3670 ,2643 ,5891 ,7515 ,12084 ,15607 ,14992 ,41369 ,11861 ,16177 ,10404 ,11905 ,10841 ,11523 ,11128 ,11757 ,11925 ,12429 ,13222 ,11868 ,14751 ,12800 ,15055 ,14952 ,20087 ,17172 ,27535 ,21427 ,13001 ,15478 ,11412 ,10594 ,11011 ,9311 ,9127 ,7036 ,4182 ,4408 ,1070 ,2255 ,0 ,456 ,0 ,0 ,0 ,0 
8호선,문정,6 ,0 ,2580 ,3589 ,8743 ,12759 ,26830 ,59462 ,36497 ,176171 ,22046 ,80758 ,18122 ,30087 ,19583 ,20322 ,22347 ,20310 ,24898 ,22628 ,27294 ,19982 ,30419 ,20269 ,35530 ,22270 ,86827 ,27995 ,126346 ,41106 ,44310 ,29012 ,29824 ,17169 ,24539 ,15422 ,19545 ,13804 ,7434 ,8027 ,1200 ,2068 ,0 ,0 ,0 ,0 ,0 ,0 
8호선,장지,11 ,1 ,6550 ,2898 ,19591 ,11918 ,49458 ,27247 ,56877 ,48277 ,34141 ,32755 ,23184 ,19604 ,20054 ,19948 ,21633 ,20386 ,21835 ,20415 ,21990 ,22084 ,27115 ,24750 ,32292 ,27811 ,45632 ,35122 ,48812 ,50650 ,27346 ,34187 ,22921 ,22477 ,17262 ,18431 ,9189 ,17262 ,3142 ,9637 ,672 ,2350 ,2 ,2 ,0 ,0 ,0 ,0 
8호선,복정,12 ,0 ,4835 ,2242 ,11325 ,8381 ,30514 ,12265 ,38390 ,20831 ,23505 ,17460 ,14927 ,10484 ,12017 ,8106 ,14112 ,9690 ,12783 ,9625 ,12293 ,9561 ,14243 ,11530 ,18635 ,15219 ,24494 ,21801 ,25567 ,30440 ,15044 ,21801 ,9317 ,14695 ,7553 ,12939 ,6286 ,12075 ,2465 ,5000 ,545 ,1142 ,0 ,0 ,0 ,0 ,0 ,0 
8호선,산성,13 ,1 ,5303 ,629 ,11258 ,2156 ,32313 ,3104 ,34906 ,9317 ,17347 ,6307 ,11318 ,5938 ,9608 ,5341 ,9475 ,6145 ,8943 ,6495 ,7821 ,7701 ,8608 ,10261 ,9107 ,12864 ,9243 ,17229 ,7038 ,28864 ,3952 ,23600 ,2933 ,15203 ,2291 ,13415 ,1551 ,13010 ,746 ,7015 ,154 ,2687 ,1 ,17 ,0 ,0 ,0 ,0 
8호선,남한산성입구(성남법원.검찰청),74 ,7 ,11268 ,1623 ,22841 ,5128 ,58387 ,12281 ,68992 ,30358 ,35159 ,30480 ,23263 ,14766 ,21107 ,12238 ,22844 ,15291 ,20061 ,16515 ,18499 ,14821 ,21626 ,19373 ,25880 ,24912 ,27245 ,30459 ,23710 ,48539 ,11698 ,36280 ,8249 ,23980 ,6382 ,23036 ,4683 ,20919 ,1705 ,11785 ,304 ,4296 ,0 ,1 ,0 ,1 ,0 ,0 
8호선,단대오거리,31 ,0 ,10127 ,1596 ,20727 ,6519 ,52389 ,11478 ,59588 ,22240 ,29789 ,12156 ,19667 ,9137 ,17462 ,10316 ,19296 ,11749 ,17256 ,12278 ,14863 ,14230 ,15891 ,19396 ,19709 ,24580 ,22178 ,30745 ,22919 ,49088 ,11602 ,38038 ,8598 ,23327 ,6534 ,21569 ,4564 ,20583 ,2113 ,11696 ,458 ,3466 ,0 ,74 ,0 ,0 ,0 ,0 
8호선,신흥,1 ,0 ,3781 ,515 ,7830 ,2311 ,19251 ,3792 ,23907 ,6735 ,12653 ,4476 ,8129 ,5142 ,7512 ,5789 ,7787 ,7374 ,7513 ,8797 ,7321 ,8431 ,8372 ,10280 ,9903 ,12408 ,9373 ,14423 ,8209 ,20747 ,5220 ,16764 ,3861 ,10683 ,3176 ,9191 ,2184 ,8166 ,965 ,5148 ,227 ,1342 ,0 ,199 ,0 ,0 ,0 ,0 
8호선,수진,22 ,0 ,4279 ,550 ,7277 ,2289 ,17476 ,6096 ,23223 ,13043 ,13340 ,6802 ,9349 ,6077 ,9044 ,6497 ,10017 ,6797 ,9500 ,8300 ,8485 ,7763 ,9738 ,9186 ,12577 ,10566 ,9600 ,11323 ,8202 ,16965 ,5349 ,13231 ,4304 ,8870 ,3743 ,8091 ,2996 ,7174 ,1031 ,5243 ,237 ,1274 ,1 ,229 ,0 ,0 ,0 ,0 
8호선,모란,15 ,0 ,2458 ,565 ,3451 ,3687 ,9367 ,5543 ,11200 ,12108 ,7622 ,6898 ,7247 ,7032 ,8479 ,7482 ,10637 ,7791 ,10819 ,7849 ,10660 ,7304 ,11716 ,7997 ,14891 ,8613 ,12498 ,8676 ,12580 ,11173 ,7591 ,6978 ,5325 ,4687 ,5067 ,4337 ,3847 ,3788 ,2507 ,2554 ,682 ,1549 ,0 ,425 ,0 ,0 ,0 ,0 
8호선,남위례,3 ,0 ,1930 ,1048 ,7572 ,4364 ,23142 ,9274 ,26745 ,27533 ,15218 ,12020 ,10494 ,7136 ,9644 ,6545 ,10201 ,7988 ,9960 ,9273 ,9460 ,8748 ,12321 ,10341 ,14519 ,13243 ,17207 ,17263 ,19548 ,26728 ,9132 ,20354 ,7261 ,11733 ,7162 ,10671 ,5595 ,9300 ,2431 ,6074 ,669 ,1844 ,0 ,0 ,0 ,0 ,0 ,0 
9호선,개화,10 ,0 ,2154 ,178 ,7910 ,3060 ,16975 ,3809 ,11463 ,5603 ,4787 ,3167 ,3002 ,2181 ,2852 ,2435 ,2583 ,1971 ,2651 ,2256 ,3013 ,2407 ,3149 ,2585 ,4717 ,2729 ,6707 ,4145 ,6130 ,7208 ,2550 ,6265 ,1529 ,3026 ,1600 ,2357 ,519 ,2061 ,298 ,1215 ,91 ,486 ,1 ,56 ,0 ,0 ,0 ,0 
9호선,김포공항,14 ,0 ,774 ,2730 ,3315 ,13441 ,12443 ,17099 ,12459 ,19330 ,8014 ,16747 ,8488 ,18133 ,10390 ,20816 ,11182 ,21194 ,13126 ,21010 ,15278 ,20668 ,16875 ,19294 ,14261 ,22150 ,17523 ,26164 ,20160 ,25696 ,14901 ,14811 ,12832 ,6451 ,12258 ,3896 ,10490 ,3040 ,3667 ,2047 ,95 ,1303 ,3 ,164 ,0 ,0 ,0 ,0 
9호선,공항시장,7 ,0 ,3570 ,189 ,5255 ,1202 ,10060 ,2284 ,12737 ,4931 ,6878 ,3793 ,5333 ,3105 ,5028 ,3405 ,5490 ,4301 ,4706 ,4267 ,4488 ,4356 ,4779 ,5727 ,4753 ,6833 ,4927 ,8195 ,4628 ,12438 ,3098 ,9481 ,2803 ,6679 ,2322 ,6522 ,1721 ,5928 ,875 ,3912 ,186 ,1575 ,0 ,106 ,0 ,0 ,1 ,1 
9호선,신방화,7 ,0 ,5205 ,575 ,12794 ,2634 ,31483 ,6325 ,29485 ,13826 ,15777 ,7903 ,12014 ,6205 ,11084 ,6804 ,11640 ,7731 ,10426 ,8633 ,9143 ,9779 ,10899 ,11457 ,11392 ,14042 ,10245 ,17659 ,11166 ,24528 ,6894 ,21833 ,5033 ,13264 ,3790 ,11808 ,2975 ,12007 ,1170 ,6817 ,185 ,2450 ,1 ,4 ,0 ,0 ,0 ,0 
9호선,마곡나루(서울식물원),20 ,1 ,5087 ,1652 ,11071 ,17793 ,31335 ,24171 ,31469 ,59147 ,17672 ,24927 ,13257 ,16018 ,14136 ,13923 ,16483 ,14174 ,17236 ,15959 ,17839 ,14983 ,21028 ,16172 ,28613 ,18797 ,45190 ,26092 ,50922 ,39544 ,23963 ,31522 ,19896 ,18364 ,17923 ,18175 ,14810 ,15632 ,7117 ,10982 ,1059 ,3996 ,7 ,438 ,0 ,0 ,0 ,0 
9호선,양천향교,4 ,0 ,4912 ,1285 ,12035 ,11279 ,33426 ,14145 ,33318 ,44650 ,16835 ,17812 ,12745 ,10870 ,13211 ,8509 ,15039 ,9746 ,13749 ,11903 ,13625 ,10313 ,15141 ,12205 ,18558 ,14140 ,25741 ,18984 ,34578 ,29641 ,13033 ,26658 ,8828 ,16293 ,7264 ,16727 ,5377 ,14092 ,2391 ,10470 ,483 ,2831 ,4 ,167 ,0 ,0 ,0 ,0 
9호선,가양,149 ,2 ,16385 ,1707 ,30343 ,9208 ,84127 ,32184 ,82922 ,57344 ,48100 ,31922 ,36261 ,20446 ,33480 ,20555 ,36856 ,23328 ,33294 ,25764 ,28435 ,27804 ,30911 ,33822 ,35979 ,39683 ,44675 ,48614 ,52858 ,76947 ,24191 ,65704 ,18753 ,41700 ,15703 ,35831 ,12081 ,32823 ,4709 ,20619 ,669 ,6915 ,0 ,247 ,0 ,0 ,0 ,0 
9호선,증미,2 ,0 ,2800 ,560 ,8539 ,2610 ,24538 ,12720 ,25768 ,50227 ,13881 ,18603 ,9850 ,7225 ,9468 ,6233 ,9666 ,6502 ,9392 ,6909 ,8540 ,7686 ,8825 ,8543 ,9369 ,9998 ,22743 ,13702 ,39066 ,20352 ,11732 ,15917 ,6199 ,9735 ,5237 ,8584 ,2813 ,9075 ,1152 ,4724 ,234 ,1612 ,0 ,2 ,0 ,0 ,0 ,0 
9호선,등촌,21 ,0 ,6676 ,1048 ,16543 ,3585 ,51908 ,8967 ,60050 ,19312 ,28678 ,12367 ,19784 ,11257 ,18279 ,11483 ,19128 ,12943 ,17884 ,14188 ,16139 ,15880 ,15962 ,19963 ,16713 ,22338 ,18384 ,32232 ,19595 ,46721 ,11059 ,38988 ,8418 ,22377 ,7132 ,19183 ,5250 ,16674 ,2607 ,9823 ,456 ,3189 ,1 ,15 ,0 ,0 ,0 ,0 
9호선,염창,32 ,0 ,13438 ,905 ,29718 ,5138 ,83969 ,9186 ,88834 ,21528 ,50582 ,12964 ,31801 ,11156 ,26807 ,12172 ,26690 ,14352 ,23791 ,17399 ,20009 ,19014 ,19550 ,24660 ,20683 ,31252 ,23630 ,47846 ,25361 ,75192 ,14433 ,63385 ,11296 ,41604 ,9918 ,35436 ,7274 ,34964 ,3121 ,20711 ,504 ,7415 ,2 ,374 ,0 ,0 ,0 ,0 
9호선,신목동,7 ,0 ,3003 ,431 ,7062 ,2178 ,23492 ,3800 ,20794 ,7135 ,10754 ,4286 ,7934 ,3405 ,6608 ,3512 ,6498 ,4003 ,5461 ,5582 ,5315 ,5281 ,5817 ,6080 ,6854 ,8266 ,7795 ,9641 ,6345 ,16703 ,3542 ,12168 ,2501 ,7811 ,2095 ,7615 ,1877 ,6104 ,738 ,4601 ,168 ,1282 ,0 ,129 ,0 ,1 ,0 ,0 
9호선,선유도,4 ,0 ,2057 ,1356 ,6959 ,4383 ,23933 ,15049 ,27963 ,42817 ,13805 ,22007 ,10025 ,9599 ,9934 ,9345 ,10834 ,10017 ,10596 ,10244 ,10439 ,10795 ,12287 ,10746 ,14688 ,11859 ,27422 ,14261 ,39063 ,23799 ,15938 ,17149 ,9365 ,10108 ,7666 ,8822 ,5730 ,8350 ,2365 ,5134 ,402 ,1598 ,0 ,14 ,0 ,0 ,0 ,0 
9호선,당산,86 ,0 ,9313 ,1491 ,19562 ,7847 ,57316 ,17179 ,67031 ,48563 ,39088 ,25020 ,29231 ,17660 ,27582 ,18884 ,30694 ,20427 ,28065 ,24070 ,26220 ,22447 ,27346 ,27470 ,29758 ,33918 ,40614 ,48615 ,51035 ,69931 ,26812 ,54483 ,22904 ,36920 ,21754 ,36049 ,18015 ,33421 ,8826 ,21486 ,1523 ,5905 ,3 ,307 ,0 ,0 ,0 ,0 
9호선,국회의사당,4 ,0 ,974 ,1988 ,2387 ,10619 ,5415 ,48058 ,8232 ,151685 ,8263 ,69635 ,10903 ,32252 ,15895 ,26876 ,19028 ,23988 ,23795 ,25658 ,30043 ,23832 ,33628 ,19037 ,42426 ,17115 ,79922 ,19678 ,109029 ,17318 ,41726 ,11200 ,28927 ,6877 ,27154 ,6022 ,16330 ,5078 ,5494 ,3325 ,1001 ,1111 ,0 ,2 ,0 ,0 ,0 ,0 
9호선,여의도,28 ,1 ,3070 ,2637 ,4958 ,24764 ,9757 ,150574 ,12374 ,178170 ,12444 ,83534 ,16869 ,40996 ,23763 ,40441 ,25359 ,39169 ,32810 ,41291 ,36896 ,35793 ,46842 ,33947 ,65278 ,31783 ,162362 ,33540 ,160844 ,36845 ,80256 ,21590 ,68313 ,11508 ,50715 ,9625 ,28896 ,8700 ,10341 ,4842 ,1384 ,1888 ,1 ,306 ,0 ,0 ,0 ,0 
9호선,샛강,16 ,0 ,1313 ,1097 ,2573 ,4550 ,6033 ,17518 ,7231 ,40123 ,5934 ,15481 ,6073 ,9941 ,7295 ,9569 ,7852 ,8876 ,9333 ,9499 ,10123 ,7861 ,11569 ,8132 ,13484 ,9189 ,22937 ,11670 ,32471 ,14826 ,13907 ,9381 ,12516 ,4982 ,11094 ,4286 ,8553 ,3875 ,4314 ,2422 ,890 ,860 ,0 ,29 ,0 ,0 ,0 ,0 
9호선,노량진,488 ,5 ,18390 ,1639 ,26273 ,12600 ,69622 ,39165 ,94660 ,58380 ,54034 ,40275 ,35418 ,26635 ,33600 ,29716 ,37564 ,32743 ,41641 ,36798 ,35208 ,35396 ,35796 ,37486 ,41561 ,45396 ,51231 ,64645 ,52197 ,94931 ,32963 ,62131 ,33315 ,44501 ,37706 ,42350 ,39034 ,41786 ,12966 ,23651 ,1443 ,6702 ,1 ,20 ,0 ,0 ,0 ,0 
9호선,노들,8 ,0 ,3979 ,264 ,6502 ,1390 ,19161 ,2454 ,22996 ,4350 ,13477 ,3958 ,9297 ,3740 ,7727 ,4162 ,7794 ,5505 ,7933 ,6304 ,6874 ,8014 ,6516 ,9386 ,7366 ,11499 ,8172 ,13989 ,8814 ,19088 ,7437 ,12931 ,6083 ,8793 ,4998 ,7463 ,3709 ,7077 ,1325 ,3986 ,265 ,1339 ,0 ,6 ,0 ,0 ,0 ,0 
9호선,흑석(중앙대입구),8 ,0 ,3615 ,1023 ,6621 ,5352 ,20251 ,12702 ,25112 ,29799 ,17216 ,18507 ,14213 ,19938 ,14399 ,15871 ,17291 ,16466 ,17796 ,15519 ,18538 ,16429 ,20875 ,15290 ,23386 ,16800 ,29469 ,23582 ,22610 ,30970 ,14401 ,20782 ,12579 ,14934 ,12548 ,12222 ,11029 ,12551 ,5856 ,7636 ,1368 ,2852 ,0 ,60 ,0 ,0 ,0 ,0 
9호선,동작(현충원),28 ,0 ,1067 ,240 ,1631 ,2184 ,4595 ,2059 ,5565 ,4015 ,3770 ,4640 ,3427 ,6560 ,4716 ,5215 ,5899 ,4551 ,5463 ,5759 ,6868 ,5688 ,7814 ,5046 ,8328 ,4001 ,7270 ,3612 ,5264 ,4768 ,2157 ,3006 ,1862 ,1979 ,1706 ,1954 ,1188 ,1915 ,552 ,1350 ,106 ,1099 ,0 ,256 ,0 ,0 ,0 ,0 
9호선,구반포,0 ,0 ,214 ,590 ,616 ,5754 ,1766 ,3069 ,2255 ,4351 ,1370 ,3304 ,1204 ,1671 ,1327 ,1380 ,1524 ,1701 ,1600 ,1724 ,1791 ,1481 ,2214 ,1643 ,4876 ,1493 ,6590 ,2093 ,4662 ,2593 ,2270 ,1354 ,1552 ,867 ,1170 ,786 ,848 ,725 ,274 ,459 ,60 ,219 ,0 ,3 ,0 ,0 ,0 ,0 
9호선,신반포,0 ,0 ,892 ,512 ,2582 ,6880 ,9247 ,9746 ,11779 ,11917 ,7721 ,7515 ,6076 ,6499 ,5395 ,5142 ,6638 ,5943 ,6958 ,7081 ,6353 ,7449 ,9048 ,6960 ,12657 ,8000 ,11601 ,9685 ,11534 ,11972 ,7473 ,9746 ,5848 ,5781 ,5866 ,4162 ,3952 ,4441 ,1096 ,2349 ,190 ,821 ,0 ,4 ,0 ,0 ,0 ,0 
9호선,고속터미널,37 ,0 ,2534 ,1347 ,6924 ,16005 ,20672 ,21300 ,27020 ,31816 ,21352 ,33474 ,19630 ,39602 ,21606 ,40556 ,24908 ,41915 ,27083 ,41956 ,30146 ,46786 ,34732 ,47743 ,38189 ,52231 ,40551 ,56827 ,40795 ,66014 ,35307 ,43562 ,36383 ,30250 ,29683 ,24608 ,23089 ,21886 ,8689 ,10219 ,1090 ,2123 ,0 ,10 ,0 ,0 ,0 ,0 
9호선,사평,2 ,0 ,1023 ,288 ,3519 ,2022 ,12580 ,5768 ,15155 ,7962 ,9231 ,4023 ,6971 ,3562 ,5867 ,3612 ,6682 ,4762 ,6149 ,6225 ,5457 ,5649 ,6774 ,7327 ,8152 ,7895 ,7900 ,9174 ,8426 ,12472 ,5129 ,9447 ,3492 ,6602 ,2517 ,5718 ,2014 ,5573 ,610 ,3041 ,149 ,897 ,1 ,7 ,0 ,0 ,0 ,0 
9호선,신논현,93 ,0 ,4055 ,1677 ,12989 ,16208 ,33319 ,41985 ,41632 ,91218 ,32514 ,100493 ,30021 ,56637 ,34036 ,43658 ,40577 ,44431 ,44061 ,46315 ,47306 ,44705 ,52155 ,45556 ,62822 ,51326 ,83822 ,70922 ,110438 ,96728 ,79812 ,59520 ,59839 ,35710 ,64528 ,28678 ,56763 ,23871 ,28571 ,14753 ,4821 ,3524 ,4 ,599 ,1 ,0 ,0 ,0 
공항철도 1호선,서울역,361 ,3 ,3344 ,1925 ,4347 ,16550 ,12825 ,24129 ,17569 ,36272 ,17610 ,31265 ,18061 ,25052 ,23240 ,24851 ,27205 ,24232 ,29309 ,23669 ,22184 ,19300 ,31754 ,22030 ,32455 ,22040 ,38566 ,24664 ,39408 ,23650 ,31517 ,20954 ,23104 ,13832 ,25062 ,12631 ,18649 ,10339 ,11091 ,5200 ,116 ,2567 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,공덕,125 ,0 ,2178 ,129 ,2856 ,1579 ,7177 ,4209 ,7773 ,12305 ,4620 ,5980 ,3951 ,4245 ,4007 ,4422 ,3747 ,4727 ,3682 ,5133 ,3528 ,4759 ,3723 ,5688 ,4591 ,6978 ,7298 ,9532 ,10523 ,13757 ,4880 ,8972 ,3865 ,6298 ,3820 ,6226 ,3024 ,5950 ,1430 ,4426 ,78 ,1698 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,홍대입구,223 ,10 ,5582 ,539 ,6471 ,4237 ,11811 ,11734 ,15797 ,28487 ,14308 ,28821 ,15295 ,23743 ,16101 ,26827 ,17606 ,30388 ,19458 ,32067 ,22244 ,27873 ,27188 ,28327 ,32816 ,29649 ,39771 ,34039 ,44935 ,41780 ,37747 ,29721 ,35482 ,17388 ,39097 ,14350 ,34292 ,12890 ,16120 ,9665 ,1426 ,3107 ,0 ,1 ,0 ,0 ,0 ,0 
공항철도 1호선,디지털미디어시티,185 ,9 ,4678 ,916 ,9839 ,8054 ,24031 ,34131 ,24908 ,89906 ,14548 ,41782 ,10811 ,16053 ,11748 ,12940 ,12874 ,13264 ,13521 ,13626 ,13342 ,11061 ,15809 ,12325 ,21001 ,14224 ,50881 ,21052 ,81265 ,30203 ,33654 ,20442 ,20193 ,12207 ,19061 ,10671 ,15945 ,9790 ,6848 ,6495 ,858 ,2976 ,0 ,5 ,0 ,0 ,0 ,0 
공항철도 1호선,마곡나루(서울식물원),19 ,2 ,2586 ,2409 ,5606 ,30423 ,15378 ,34956 ,17243 ,70799 ,9381 ,31226 ,6316 ,11799 ,8101 ,7846 ,9032 ,8049 ,8815 ,9119 ,9377 ,7634 ,14965 ,7659 ,29072 ,9505 ,65738 ,14382 ,53966 ,18981 ,23576 ,12657 ,15302 ,8058 ,12030 ,7156 ,9054 ,7109 ,2935 ,4699 ,487 ,2806 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,김포공항,24 ,1 ,2070 ,2263 ,3571 ,11680 ,8609 ,21203 ,13374 ,18417 ,16177 ,10294 ,17469 ,9186 ,19409 ,10247 ,17317 ,10999 ,20736 ,10702 ,21429 ,8931 ,20999 ,8905 ,16279 ,9512 ,22088 ,11092 ,26646 ,10024 ,19318 ,5710 ,15869 ,2547 ,19727 ,1605 ,16974 ,1458 ,7246 ,1082 ,248 ,715 ,1 ,52 ,0 ,0 ,0 ,0 
공항철도 1호선,계양,22 ,0 ,15091 ,783 ,39339 ,3234 ,76428 ,5451 ,60520 ,8434 ,38672 ,7367 ,25353 ,5463 ,21279 ,6526 ,19167 ,7442 ,16085 ,10590 ,13169 ,12990 ,12820 ,16999 ,14192 ,24794 ,14526 ,34006 ,11406 ,62093 ,7279 ,54534 ,5034 ,33907 ,3893 ,30307 ,2675 ,29279 ,1333 ,17372 ,188 ,5485 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,검암,1266 ,3 ,8719 ,484 ,15555 ,2526 ,36270 ,7602 ,25686 ,15448 ,14113 ,5810 ,10303 ,4389 ,9790 ,4022 ,8920 ,5106 ,7685 ,5912 ,6725 ,6681 ,7097 ,8139 ,8418 ,11280 ,9557 ,15796 ,11691 ,27887 ,4766 ,25585 ,3896 ,15278 ,3146 ,13522 ,2346 ,13311 ,1102 ,10675 ,170 ,5097 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,청라국제도시,122 ,0 ,7133 ,233 ,19156 ,4752 ,35755 ,7653 ,23280 ,19313 ,13947 ,5788 ,10712 ,3888 ,10856 ,3762 ,10271 ,4579 ,8624 ,6220 ,7788 ,6693 ,8090 ,7830 ,10537 ,10960 ,15435 ,15617 ,19761 ,25413 ,6401 ,24556 ,4461 ,16122 ,3533 ,15076 ,2666 ,16153 ,1230 ,9373 ,190 ,4331 ,0 ,0 ,0 ,0 ,0 ,0 
공항철도 1호선,운서,205 ,3 ,16156 ,1089 ,22421 ,8048 ,33143 ,12463 ,29277 ,14172 ,16127 ,12977 ,15758 ,8124 ,18339 ,7746 ,17496 ,9645 ,13942 ,10583 ,12125 ,12528 ,13335 ,14962 ,15833 ,16766 ,18748 ,21623 ,15013 ,33597 ,8636 ,27908 ,7773 ,22788 ,7072 ,22032 ,6253 ,23003 ,2718 ,17656 ,282 ,5602 ,0 ,0 ,0 ,0 ,0 ,0 
